year,age,males,females
2020,0,7179780,7060262
2020,10,5671626,5680474
2020,20,4066197,4125411
2020,30,2362824,2439415
2020,40,1372645,1464086
2020,50,794771,927027
2020,60,376684,509880
2020,70,126035,184228
2020,80,22525,40731
